"Page type","ICD-O-3 Hist/behav","Summary Interval","Derived AJCC Stage Group, 6th ed (2004-2015)","N","Cause-Spec"
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IA,289,44.839
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IA1,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IA2,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IB,197,23.733
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IB1,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IB2,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IC,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IS,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IEA,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IEB,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IE,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,ISA,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,ISB,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,II,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IINOS,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IIA,30,26.981
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IIB,62,22.441
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IIC,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IIEA,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IIEB,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IIE,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IISA,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IISB,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IIS,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IIESA,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IIESB,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IIES,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,III,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IIINOS,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IIIA,308,18.879
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IIIB,642,12.357
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IIIC,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IIIEA,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IIIEB,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IIIE,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IIISA,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IIISB,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IIIS,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IIIESA,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IIIESB,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IIIES,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IV,3736,2.845
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IVNOS,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IVA,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IVB,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,IVC,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,NA,0, 
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,OCCULT,105,28.999
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,UNK Stage,1096,13.382
Survival Summary Page,"8010/3: Carcinoma, NOS",84 mo,Blank(s),8086,8.124
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,0,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,0a,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,0is,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,I,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,INOS,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IA,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IA1,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IA2,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IB,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IB1,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IB2,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IC,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IS,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IEA,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IEB,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IE,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,ISA,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,ISB,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,II,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IINOS,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IIA,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IIB,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IIC,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IIEA,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IIEB,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IIE,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IISA,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IISB,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IIS,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IIESA,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IIESB,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IIES,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,III,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IIINOS,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IIIA,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IIIB,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IIIC,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IIIEA,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IIIEB,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IIIE,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IIISA,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IIISB,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IIIS,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IIIESA,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IIIESB,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IIIES,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IV,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IVNOS,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IVA,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IVB,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,IVC,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,NA,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,OCCULT,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,UNK Stage,0, 
Survival Summary Page,"8011/3: Epithelioma, malignant",84 mo,Blank(s),1,0.000
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,0,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,0a,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,0is,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,I,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,INOS,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IA,236,61.941
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IA1,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IA2,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IB,330,51.174
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IB1,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IB2,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IC,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IS,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IEA,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IEB,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IE,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,ISA,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,ISB,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,II,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IINOS,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IIA,30,38.511
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IIB,144,30.891
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IIC,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IIEA,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IIEB,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IIE,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IISA,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IISB,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IIS,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IIESA,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IIESB,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IIES,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,III,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IIINOS,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IIIA,343,16.990
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IIIB,552,10.711
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IIIC,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IIIEA,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IIIEB,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IIIE,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IIISA,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IIISB,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IIIS,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IIIESA,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IIIESB,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IIIES,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IV,1609,2.807
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IVNOS,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IVA,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IVB,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,IVC,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,NA,0, 
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,OCCULT,35,19.592
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,UNK Stage,184,7.802
Survival Summary Page,"8012/3: Large cell carcinoma, NOS",84 mo,Blank(s),4341,13.667
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,0,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,0a,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,0is,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,I,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,INOS,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IA,118,52.876
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IA1,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IA2,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IB,106,53.264
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IB1,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IB2,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IC,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IS,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IEA,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IEB,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IE,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,ISA,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,ISB,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,II,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IINOS,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IIA,23,43.151
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IIB,36,23.111
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IIC,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IIEA,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IIEB,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IIE,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IISA,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IISB,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IIS,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IIESA,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IIESB,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IIES,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,III,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IIINOS,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IIIA,69,27.069
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IIIB,95,9.617
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IIIC,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IIIEA,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IIIEB,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IIIE,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IIISA,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IIISB,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IIIS,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IIIESA,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IIIESB,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IIIES,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IV,348,2.439
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IVNOS,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IVA,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IVB,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,IVC,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,NA,0, 
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,OCCULT,4,0.000
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,UNK Stage,24,12.500
Survival Summary Page,8013/3: Large cell neuroendocrine carcinoma,84 mo,Blank(s),325,20.275
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,0,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,0a,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,0is,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,I,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,INOS,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,IA,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,IA1,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,IA2,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,IB,2,50.000
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,IB1,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,IB2,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,IC,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,IS,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,IEA,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,IEB,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,IE,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,ISA,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,ISB,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,II,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,IINOS,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,IIA,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,IIB,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,IIC,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,IIEA,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,IIEB,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,IIE,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,IISA,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,IISB,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,IIS,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,IIESA,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,IIESB,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,IIES,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,III,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,IIINOS,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,IIIA,0, 
Survival Summary Page,8014/3: Large cell carcinoma with rhabdoid phenotype,84 mo,IIIB,2,0.000
